split,image_path,label_path,issue,detail
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image784.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image784.txt,small_bbox_ratio,line 23: 1 0.223266 0.343633 0.053500 0.041141
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image831.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image831.txt,small_bbox_ratio,line 2: 0 0.433984 0.319445 0.036063 0.043297
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image831.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image831.txt,small_bbox_ratio,line 3: 0 0.412336 0.489898 0.039672 0.041484
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image831.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image831.txt,small_bbox_ratio,line 4: 0 0.588203 0.431273 0.041500 0.043297
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image831.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image831.txt,small_bbox_ratio,line 5: 0 0.528680 0.460133 0.034266 0.036078
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image859.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image859.txt,small_bbox_ratio,line 3: 0 0.643938 0.458875 0.028344 0.043500
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image859.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image859.txt,small_bbox_ratio,line 9: 0 0.773813 0.383117 0.050000 0.039172
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image873.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image873.txt,dark_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image875.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image875.txt,small_bbox_ratio,line 13: 0 0.361469 0.288203 0.047844 0.032469
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image875.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image875.txt,small_bbox_ratio,line 15: 0 0.435172 0.287117 0.047625 0.051953
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image875.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image875.txt,small_bbox_ratio,line 16: 0 0.476187 0.297945 0.034406 0.047609
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image875.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image875.txt,small_bbox_ratio,line 17: 0 0.509633 0.270891 0.045453 0.049781
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image887.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image887.txt,dark_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image907.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image907.txt,small_bbox_ratio,line 2: 0 0.486031 0.473156 0.038875 0.033188
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image907.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image907.txt,small_bbox_ratio,line 4: 0 0.377625 0.476367 0.038875 0.033203
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image908.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image908.txt,small_bbox_ratio,line 3: 0 0.533016 0.424570 0.052656 0.029703
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image908.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image908.txt,small_bbox_ratio,line 4: 0 0.741938 0.421117 0.052656 0.029703
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image908.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image908.txt,small_bbox_ratio,line 5: 0 0.315078 0.397203 0.052656 0.029719
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image914.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image914.txt,small_bbox_ratio,line 1: 0 0.433391 0.373867 0.051031 0.031484
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image914.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image914.txt,small_bbox_ratio,line 5: 0 0.519211 0.374492 0.051016 0.031484
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image915.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image915.txt,dark_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image919.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image919.txt,small_bbox_ratio,line 4: 0 0.517969 0.556930 0.040625 0.021047
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image919.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image919.txt,tiny_bbox_px,line 4: 0 0.517969 0.556930 0.040625 0.021047
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image919.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image919.txt,small_bbox_ratio,line 6: 0 0.580469 0.562695 0.033750 0.021047
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image919.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image919.txt,tiny_bbox_px,line 6: 0 0.580469 0.562695 0.033750 0.021047
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image940.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image940.txt,small_bbox_ratio,line 2: 0 0.731992 0.525602 0.047547 0.038359
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image940.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image940.txt,small_bbox_ratio,line 3: 0 0.647383 0.527328 0.047547 0.038375
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image940.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image940.txt,small_bbox_ratio,line 4: 0 0.561055 0.541141 0.047547 0.038375
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image940.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image940.txt,small_bbox_ratio,line 5: 0 0.397023 0.542867 0.047547 0.038359
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image940.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image940.txt,small_bbox_ratio,line 6: 0 0.317602 0.568766 0.047547 0.038375
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image940.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image940.txt,small_bbox_ratio,line 13: 0 0.234820 0.544812 0.047547 0.038375
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image964.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image964.txt,small_bbox_ratio,line 6: 0 0.485641 0.333359 0.059969 0.039531
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_image99.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_image99.txt,small_bbox_ratio,line 2: 1 0.739242 0.510805 0.039641 0.035984
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image110.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image110.txt,dark_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image110.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image110.txt,small_bbox_ratio,line 2: 0 0.506508 0.369492 0.062766 0.038953
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1125.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1125.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1132.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1132.txt,class_id_out_of_range,line 2: 3 0.446109 0.142148 0.185187 0.138266
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1133.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1133.txt,class_id_out_of_range,line 1: 3 0.494219 0.318711 0.281562 0.204922
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1139.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1139.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1139.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1139.txt,class_id_out_of_range,line 2: 3 0.537461 0.148328 0.283953 0.195062
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1145.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1145.txt,class_id_out_of_range,line 9: 3 0.898750 0.559273 0.066875 0.042922
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1145.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1145.txt,class_id_out_of_range,line 10: 3 0.099773 0.535297 0.042859 0.053156
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1145.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1145.txt,small_bbox_ratio,line 10: 3 0.099773 0.535297 0.042859 0.053156
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1145.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1145.txt,class_id_out_of_range,line 11: 3 0.548164 0.400695 0.058297 0.048016
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1152.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1152.txt,class_id_out_of_range,line 2: 3 0.226102 0.293758 0.239516 0.182703
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1178.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1178.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1178.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1178.txt,class_id_out_of_range,line 1: 3 0.528078 0.178203 0.108656 0.125937
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1205.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1205.txt,class_id_out_of_range,line 1: 3 0.378789 0.342742 0.147391 0.151516
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1205.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1205.txt,class_id_out_of_range,line 2: 3 0.556273 0.352484 0.159953 0.140688
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1205.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1205.txt,class_id_out_of_range,line 3: 3 0.677492 0.362227 0.195016 0.168828
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1229.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1229.txt,class_id_out_of_range,line 2: 3 0.519586 0.162445 0.142859 0.125547
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1231.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1231.txt,class_id_out_of_range,line 1: 3 0.789938 0.254328 0.220781 0.192844
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1231.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1231.txt,class_id_out_of_range,line 3: 3 0.209852 0.329008 0.298703 0.259953
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1235.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1235.txt,class_id_out_of_range,line 1: 3 0.375648 0.110281 0.153672 0.160188
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1235.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1235.txt,class_id_out_of_range,line 2: 3 0.509734 0.097398 0.179875 0.177266
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1239.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1239.txt,class_id_out_of_range,line 4: 3 0.224023 0.243508 0.071203 0.075547
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1239.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1239.txt,class_id_out_of_range,line 5: 3 0.598484 0.352922 0.114500 0.108219
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1239.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1239.txt,class_id_out_of_range,line 6: 3 0.771648 0.263094 0.066891 0.084406
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1252.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1252.txt,class_id_out_of_range,line 1: 3 0.266234 0.289938 0.264281 0.303031
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1256.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1256.txt,class_id_out_of_range,line 3: 3 0.705625 0.159086 0.164281 0.175547
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1256.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1256.txt,class_id_out_of_range,line 4: 3 0.509742 0.177484 0.145234 0.172938
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1256.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1256.txt,class_id_out_of_range,line 5: 3 0.298703 0.221859 0.138313 0.153906
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1264.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1264.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1264.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1264.txt,class_id_out_of_range,line 1: 3 0.362555 0.168828 0.118828 0.121438
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1264.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1264.txt,class_id_out_of_range,line 2: 3 0.841016 0.219586 0.084406 0.080078
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1264.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1264.txt,class_id_out_of_range,line 3: 3 0.683977 0.204539 0.086359 0.119266
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1264.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1264.txt,class_id_out_of_range,line 4: 3 0.193719 0.168828 0.123156 0.090687
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1270.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1270.txt,class_id_out_of_range,line 4: 3 0.547406 0.055836 0.170156 0.107078
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1270.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1270.txt,class_id_out_of_range,line 5: 3 0.429148 0.799836 0.170172 0.107078
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1270.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1270.txt,class_id_out_of_range,line 6: 3 0.302109 0.225875 0.087781 0.038813
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1276.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1276.txt,class_id_out_of_range,line 1: 3 0.537766 0.097898 0.238500 0.114078
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1292.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1292.txt,class_id_out_of_range,line 2: 3 0.500180 0.039281 0.120922 0.056094
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1306.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1306.txt,class_id_out_of_range,line 2: 3 0.176758 0.307320 0.112328 0.108828
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1306.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1306.txt,class_id_out_of_range,line 3: 3 0.665750 0.305648 0.217438 0.108828
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1330.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1330.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1330.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1330.txt,class_id_out_of_range,line 1: 3 0.473000 0.203156 0.231750 0.107937
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1331.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1331.txt,dark_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1331.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1331.txt,class_id_out_of_range,line 1: 3 0.511094 0.309500 0.238094 0.092062
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1332.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1332.txt,class_id_out_of_range,line 2: 3 0.528547 0.113477 0.184125 0.087297
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image1344.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image1344.txt,class_id_out_of_range,line 2: 3 0.438875 0.067437 0.192062 0.100000
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image140.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image140.txt,dark_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image140.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image140.txt,small_bbox_ratio,line 2: 0 0.428570 0.415586 0.056484 0.043078
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image149.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image149.txt,small_bbox_ratio,line 8: 0 0.219695 0.379867 0.045234 0.053891
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image182.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image182.txt,small_bbox_ratio,line 3: 2 0.238195 0.665156 0.008672 0.020219
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image182.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image182.txt,tiny_bbox_px,line 3: 2 0.238195 0.665156 0.008672 0.020219
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image182.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image182.txt,small_bbox_ratio,line 4: 0 0.737719 0.192391 0.037406 0.043156
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image182.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image182.txt,small_bbox_ratio,line 5: 0 0.315922 0.182586 0.036500 0.063484
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image182.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image182.txt,small_bbox_ratio,line 23: 0 0.401633 0.200844 0.042859 0.036500
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image182.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image182.txt,small_bbox_ratio,line 24: 0 0.888938 0.311953 0.036500 0.068250
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image182.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image182.txt,small_bbox_ratio,line 31: 0 0.966719 0.215133 0.036500 0.042859
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image225.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image225.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image296.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image296.txt,low_contrast_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image296.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image296.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image381.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image381.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image462.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image462.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image484.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image484.txt,low_contrast_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image484.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image484.txt,blurry_image,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image6.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image6.txt,small_bbox_ratio,line 4: 0 0.521617 0.292187 0.041141 0.053500
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,small_bbox_ratio,line 6: 2 0.151449 0.268559 0.013043 0.026201
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,tiny_bbox_px,line 6: 2 0.151449 0.268559 0.013043 0.026201
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,small_bbox_ratio,line 7: 2 0.178986 0.203057 0.007246 0.013100
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,tiny_bbox_px,line 7: 2 0.178986 0.203057 0.007246 0.013100
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,small_bbox_ratio,line 8: 2 0.217391 0.210699 0.008696 0.015284
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,tiny_bbox_px,line 8: 2 0.217391 0.210699 0.008696 0.015284
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,small_bbox_ratio,line 9: 2 0.199275 0.213974 0.007246 0.013100
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,tiny_bbox_px,line 9: 2 0.199275 0.213974 0.007246 0.013100
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,small_bbox_ratio,line 10: 2 0.197101 0.235808 0.008696 0.017467
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,tiny_bbox_px,line 10: 2 0.197101 0.235808 0.008696 0.017467
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,small_bbox_ratio,line 11: 2 0.742029 0.293668 0.017391 0.037118
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000015.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000015.txt,tiny_bbox_px,line 11: 2 0.742029 0.293668 0.017391 0.037118
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,small_bbox_ratio,line 4: 0 0.843056 0.170370 0.019444 0.025926
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,tiny_bbox_px,line 4: 0 0.843056 0.170370 0.019444 0.025926
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,small_bbox_ratio,line 5: 0 0.872917 0.171296 0.018056 0.031481
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,tiny_bbox_px,line 5: 0 0.872917 0.171296 0.018056 0.031481
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,small_bbox_ratio,line 6: 0 0.077083 0.143519 0.031944 0.057407
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,small_bbox_ratio,line 7: 0 0.105556 0.153704 0.025000 0.048148
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,small_bbox_ratio,line 8: 0 0.124306 0.163889 0.026389 0.038889
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,tiny_bbox_px,line 8: 0 0.124306 0.163889 0.026389 0.038889
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,small_bbox_ratio,line 9: 0 0.154167 0.144444 0.027778 0.048148
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,small_bbox_ratio,line 10: 0 0.181250 0.151852 0.026389 0.044444
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,small_bbox_ratio,line 11: 0 0.206944 0.147222 0.027778 0.046296
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,small_bbox_ratio,line 12: 0 0.252083 0.158333 0.029167 0.050000
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,small_bbox_ratio,line 13: 0 0.279861 0.159259 0.020833 0.044444
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\shwd_000019.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\shwd_000019.txt,tiny_bbox_px,line 13: 0 0.279861 0.159259 0.020833 0.044444
