split,image_path,label_path,line_no,class_id,class_name,x,y,w,h,bbox_w_px,bbox_h_px,bbox_area_ratio,bbox_area_px,aspect_ratio,issues
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,5,0,helmet,0.850828,0.22532,0.065844,0.117297,42.14016,75.07008,0.007723303668,3163.4651824128005,0.5613442799048569,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,6,1,vest,0.239727,0.449602,0.148141,0.335391,94.81024,214.65024,0.049685158130999996,20351.0407704576,0.44169640807296556,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,7,1,vest,0.429023,0.328203,0.119328,0.302469,76.36992000000001,193.58015999999998,0.036093020832,14783.701332787201,0.3945131567201928,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,8,1,vest,0.553508,0.429023,0.113172,0.257203,72.43008,164.60992000000002,0.029108177916,11922.7096743936,0.4400104197851502,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,9,1,vest,0.82,0.406367,0.1275,0.265391,81.6,169.85023999999999,0.0338373525,13859.779584,0.48042322460068354,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,10,2,person,0.223359,0.577445,0.190469,0.587609,121.90016,376.06976000000003,0.111921298621,45842.9639151616,0.32414241442864217,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,11,2,person,0.399609,0.520703,0.162969,0.666719,104.30016,426.70016,0.108654528711,44504.894960025595,0.24443431190651535,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,12,2,person,0.813305,0.549055,0.140672,0.545641,90.03008,349.21024,0.076756410752,31439.425844019202,0.2578105384309463,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,13,1,vest,0.697539,0.404336,0.100828,0.203703,64.52992,130.36992,0.020538966084,8412.760508006399,0.4949755280972789,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,14,2,person,0.554836,0.42518,0.116016,0.488859,74.25023999999999,312.86976,0.05671546574399999,23230.654768742395,0.23731996342503667,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,15,2,person,0.215031,0.495898,0.185188,0.740734,118.52032,474.06976,0.137175047992,56186.8996575232,0.250006075055283,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,16,2,person,0.409477,0.42182,0.146078,0.757203,93.48992000000001,484.60992,0.110610699834,45306.1426520064,0.1929178833153065,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image536.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image536.txt,17,2,person,0.55043,0.497953,0.098766,0.621406,63.210240000000006,397.69984,0.061373784996000005,25138.702334361602,0.158939566080791,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,1,1,vest,0.587477,0.400242,0.168703,0.384828,107.96992,246.28992,0.06492163808399999,26591.902959206396,0.43838546051742594,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,2,2,person,0.605938,0.3775,0.20375,0.578188,130.39999999999998,370.04032,0.117805805,48253.257728,0.3523940310072156,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,3,2,person,0.316805,0.605891,0.349828,0.738687,223.88992,472.75968,0.258413395836,105846.12693442559,0.4735808265205696,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,4,0,helmet,0.926969,0.355984,0.078187,0.131688,50.039680000000004,84.28032,0.010296289656000001,4217.360243097601,0.5937291173075755,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,5,0,helmet,0.792188,0.310711,0.08025,0.135797,51.36,86.91008,0.01089770925,4463.7017088,0.5909556175762352,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,6,2,person,0.667586,0.57707,0.191422,0.446484,122.51008,285.74976,0.085466860248,35007.2259575808,0.4287320486288423,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,7,0,helmet,0.72018,0.112156,0.109047,0.141969,69.79008,90.86016000000001,0.015481293543000003,6341.137835212801,0.768104304460833,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,8,0,helmet,0.471227,0.154352,0.109016,0.148172,69.77024,94.83008,0.016153118752,6616.317440819201,0.7357395459331048,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,9,1,vest,0.85493,0.519555,0.135766,0.281891,86.89024,180.41024,0.038271213506,15675.889052057599,0.48162587666864143,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,10,2,person,0.830133,0.580187,0.150266,0.407438,96.17024,260.76032000000004,0.061224078508000004,25077.3825568768,0.3688070332173239,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,11,1,vest,0.335359,0.511367,0.286094,0.479516,183.10016000000002,306.89024,0.137186650504,56191.6520464384,0.5966307693591038,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image537.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image537.txt,12,1,vest,0.693438,0.538055,0.158437,0.294203,101.39967999999999,188.28992,0.046612640711,19092.5376352256,0.5385295187336635,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image538.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image538.txt,1,1,vest,0.878594,0.604969,0.236656,0.448594,151.45984,287.10016,0.10616246166400001,43484.1442975744,0.5275505245277468,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image538.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image538.txt,2,0,helmet,0.385813,0.069969,0.107,0.119344,68.48,76.38016,0.012769808,5230.5133568,0.8965679045448451,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image538.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image538.txt,3,0,helmet,0.547344,0.300422,0.104937,0.135812,67.15968000000001,86.91968,0.014251703844,5837.4978945023995,0.772663682148853,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image538.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image538.txt,4,0,helmet,0.750016,0.324086,0.119344,0.158422,76.38016,101.39008000000001,0.018906715168,7744.1905328128,0.7533297143073563,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image538.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image538.txt,5,0,helmet,0.952164,0.279852,0.095672,0.135797,61.230079999999994,86.91008,0.012991970584,5321.5111512064,0.7045221912118824,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image538.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image538.txt,6,1,vest,0.279891,0.390969,0.220094,0.407438,140.86016,260.76032000000004,0.08967465917200002,36730.74039685121,0.5401901639022378,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image538.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image538.txt,7,1,vest,0.467102,0.557641,0.195453,0.341594,125.08991999999999,218.62016,0.066765572082,27347.1783247872,0.5721792537339648,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image538.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image538.txt,8,1,vest,0.686258,0.549414,0.176891,0.333359,113.21024,213.34976,0.058968206869,24153.3775335424,0.5306321413251179,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image541.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image541.txt,1,0,helmet,0.815859,0.293836,0.197531,0.174891,126.41984000000001,111.93024,0.034546394121,14150.2030319616,1.1294520587108543,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image541.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image541.txt,2,1,vest,0.451719,0.725625,0.358125,0.54875,229.20000000000002,351.2,0.19652109375,80495.04,0.652619589977221,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image541.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image541.txt,3,1,vest,0.788078,0.781492,0.331281,0.425922,212.01984,272.59008,0.141099866082,57794.5051471872,0.777797343175511,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image541.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image541.txt,4,2,person,0.47832,0.56782,0.360078,0.835391,230.44992000000002,534.6502399999999,0.300805920498,123210.1050359808,0.43102930244639936,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image541.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image541.txt,5,2,person,0.799297,0.597695,0.339531,0.804609,217.29984000000002,514.94976,0.27318969837900003,111898.50045603843,0.4219826027300217,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image541.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image541.txt,6,0,helmet,0.607008,0.286641,0.146078,0.251031,93.48992000000001,160.65984,0.036670106418000004,15020.0755888128,0.5819121941114843,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image548.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image548.txt,1,0,helmet,0.622437,0.297953,0.226344,0.158437,144.86016,101.39967999999999,0.035861264328,14688.773868748798,1.428605691852282,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image548.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image548.txt,2,2,person,0.860914,0.441898,0.274078,0.538266,175.40992,344.49024000000003,0.147526868748,60427.0054391808,0.5091869075884413,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image548.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image548.txt,3,1,vest,0.459891,0.611117,0.246906,0.362141,158.01984,231.77024,0.089414785746,36624.2962415616,0.6817952123620358,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image548.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image548.txt,4,1,vest,0.713984,0.624539,0.314844,0.298422,201.50016,190.99008,0.09395637616800001,38484.53167841281,1.0550294549329473,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image548.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image548.txt,5,1,vest,0.852898,0.468117,0.242797,0.323047,155.39008,206.75007999999997,0.078434842459,32126.9114712064,0.7515841348162962,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image548.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image548.txt,6,2,person,0.667078,0.498688,0.409875,0.558031,262.32,357.13984000000005,0.22872295612500002,93684.92282880002,0.7345022050746284,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image548.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image548.txt,7,2,person,0.469555,0.518445,0.251859,0.538266,161.18976,344.49024000000003,0.135567136494,55528.2991079424,0.4679080603270502,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image548.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image548.txt,8,0,helmet,0.458859,0.298984,0.162562,0.135813,104.03968,86.92031999999999,0.022078032906,9043.162278297601,1.196954636154124,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image548.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image548.txt,9,0,helmet,0.85907,0.239727,0.164609,0.125516,105.34976,80.33023999999999,0.020661063243999998,8462.771504742399,1.3114583001370346,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image550.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image550.txt,1,2,person,0.558938,0.500656,0.822219,0.997531,526.2201600000001,638.41984,0.820188941289,335949.3903519744,0.8242540833317462,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image550.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image550.txt,2,0,helmet,0.460922,0.110508,0.302469,0.172828,193.58015999999998,110.60992,0.052275112332,21411.8860111872,1.7501157219894923,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image550.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image550.txt,3,1,vest,0.55557,0.641398,0.705766,0.654391,451.69024,418.81023999999996,0.46184691850599996,189172.4978200576,1.0785081090662922,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image58.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image58.txt,1,2,person,0.449086,0.532727,0.167859,0.429547,107.42976,274.91008,0.072103329873,29533.5239159808,0.39078145115668367,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image58.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image58.txt,2,0,helmet,0.480469,0.385398,0.065844,0.045266,42.14016,28.97024,0.002980494504,1220.8105488383999,1.4546016878009984,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image585.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image585.txt,1,1,vest,0.521617,0.374117,0.288078,0.294172,184.36992,188.27008,0.084744481416,34711.3395879936,0.9792842282746149,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image585.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image585.txt,2,2,person,0.47868,0.469781,0.488922,0.886375,312.91008,567.28,0.43336823775000005,177507.63018240003,0.5515972359328727,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image585.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image585.txt,3,0,helmet,0.596719,0.148781,0.18725,0.115219,119.84,73.74016,0.02157475775,8837.0207744,1.625165988248466,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image6.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image6.txt,1,1,vest,0.501039,0.701656,0.115234,0.20575,73.74976000000001,131.68,0.0237093955,9711.3683968,0.5600680437424059,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image6.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image6.txt,2,1,vest,0.534992,0.384781,0.100828,0.107,64.52992,68.48,0.010788596,4419.0089216,0.9423177570093458,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image6.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image6.txt,3,0,helmet,0.513383,0.566883,0.111109,0.063797,71.10976,40.83008,0.007088420873000001,2903.4171895808004,1.741602269699202,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image6.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image6.txt,4,0,helmet,0.521617,0.292187,0.041141,0.0535,26.330239999999996,34.24,0.0022010435,901.5474175999999,0.7689906542056074,small_bbox_ratio
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image6.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image6.txt,5,2,person,0.517,0.775,0.175375,0.45,112.24000000000001,288.0,0.07891875000000001,32325.120000000006,0.3897222222222222,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image6.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image6.txt,6,2,person,0.552758,0.390789,0.128391,0.333328,82.17024,213.32992000000002,0.042796315248000004,17529.370725580804,0.38517916286660586,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,1,0,helmet,0.664594,0.274672,0.104938,0.146094,67.16032,93.50016,0.015330812172,6279.5006656512,0.7182909633523622,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,2,0,helmet,0.486609,0.131672,0.090531,0.127562,57.939840000000004,81.63968,0.011548315422000001,4730.189996851201,0.7097019488562424,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,3,0,helmet,0.343609,0.280852,0.100812,0.121391,64.51968,77.69024,0.012237669492,5012.5494239232,0.8304734288373932,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,4,0,helmet,0.215008,0.268508,0.090547,0.121391,57.95008,77.69024,0.010991590877,4502.1556232192,0.745911970409668,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,5,0,helmet,0.074063,0.190313,0.088469,0.121406,56.620160000000006,77.69984,0.010740667414000002,4399.377372774401,0.7287036884503237,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,6,1,vest,0.231469,0.429,0.107,0.228406,68.48,146.17984,0.024439442,10010.3954432,0.4684640508568076,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,7,1,vest,0.345664,0.506156,0.113172,0.300406,72.43008,192.25984,0.033997547832,13925.395591987199,0.37673015851880454,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,8,1,vest,0.480438,0.434141,0.144031,0.370375,92.17984,237.04000000000002,0.053345481624999996,21850.309273599996,0.3888788390145123,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,9,2,person,0.66118,0.587367,0.256734,0.825266,164.30976,528.17024,0.21187384124400002,86783.52537354242,0.3110924235337455,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,10,1,vest,0.648133,0.617266,0.191359,0.47325,122.46976000000001,302.88,0.09056064675,37093.6409088,0.40435076597992603,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,11,2,person,0.464859,0.511773,0.165437,0.955547,105.87968000000001,611.55008,0.158082829039,64750.7267743744,0.17313329433298413,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,12,2,person,0.345094,0.566094,0.138313,0.69875,88.52032,447.2,0.09664620874999999,39586.287103999995,0.19794347048300537,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,13,2,person,0.217945,0.520414,0.140734,0.656797,90.06976,420.35008,0.092433668998,37860.8308215808,0.21427320770344566,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,14,2,person,0.076258,0.477211,0.152516,0.743203,97.61024,475.64991999999995,0.113350348748,46428.30284718081,0.2052144568845928,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image611.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image611.txt,15,1,vest,0.082297,0.394023,0.158438,0.281891,101.40032,180.41024,0.044662246258,18293.6560672768,0.5620541273045255,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image616.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image616.txt,1,2,person,0.667328,0.583375,0.372844,0.812344,238.62016,519.9001599999999,0.302877586336,124058.6593632256,0.45897304590173627,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image616.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image616.txt,2,2,person,0.213016,0.672555,0.214812,0.654891,137.47968,419.13024,0.140678445492,57621.89127352321,0.32801183708433923,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image616.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image616.txt,3,0,helmet,0.671797,0.287641,0.20575,0.207813,131.68,133.00032,0.04275752475,17513.4821376,0.9900728058398656,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image616.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image616.txt,4,0,helmet,0.579203,0.484141,0.082312,0.061719,52.67968,39.50016,0.005080214328,2080.8557887488,1.3336573826536398,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image616.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image616.txt,5,1,vest,0.212953,0.62818,0.107,0.325109,68.48,208.06975999999997,0.034786662999999995,14248.617164799998,0.3291203873162539,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image616.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image616.txt,6,1,vest,0.658438,0.793789,0.327188,0.401172,209.40032,256.75007999999997,0.13125866433599997,53763.54891202559,0.8155803495757431,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image619.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image619.txt,1,0,helmet,0.627555,0.397109,0.084359,0.0535,53.989760000000004,34.24,0.0045132065,1848.6093824,1.576803738317757,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image619.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image619.txt,2,0,helmet,0.16768,0.419734,0.057609,0.0535,36.86976,34.24,0.0030820815,1262.4205824,1.076803738317757,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image619.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image619.txt,3,2,person,0.162391,0.524117,0.172844,0.323453,110.62016,207.00992,0.055906910332,22899.470471987202,0.5343712996942369,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image619.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image619.txt,4,2,person,0.635234,0.532766,0.185187,0.370375,118.51968,237.04000000000002,0.06858863512499999,28093.904947199997,0.49999865001687477,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image619.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image619.txt,5,1,vest,0.623445,0.514391,0.125516,0.15225,80.33023999999999,97.44,0.019109810999999997,7827.3785855999995,0.824407224958949,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image619.jpeg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image619.txt,6,1,vest,0.169742,0.507188,0.098766,0.129625,63.210240000000006,82.96,0.01280254275,5243.9215104,0.7619363548698169,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image63.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image63.txt,1,0,helmet,0.49793,0.134141,0.113172,0.092594,72.43008,59.26016,0.010479048167999999,4292.2181296128,1.2222390219668662,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image63.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image63.txt,2,1,vest,0.50307,0.438672,0.148141,0.327156,94.81024,209.37984,0.048465216995999996,19851.352881561597,0.45281455941508025,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image63.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image63.txt,3,2,person,0.54757,0.52782,0.311109,0.913578,199.10976000000002,584.68992,0.28422233800200003,116417.4696456192,0.3405390672717601,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image633.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image633.txt,1,1,vest,0.530852,0.382703,0.199578,0.25925,127.72992,165.92,0.0517405965,21192.9483264,0.7698283510125362,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image633.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image633.txt,2,0,helmet,0.066859,0.567883,0.057625,0.069953,36.88,44.76992,0.0040310416250000005,1651.1146496000003,0.8237673866739097,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image633.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image633.txt,3,2,person,0.50807,0.540414,0.306172,0.901234,195.95008,576.78976,0.275932616248,113021.9996151808,0.33972530996389394,
train,D:\Desktop\capstone\data\merged\ppe_split\train\images\construction_test_image633.jpg,D:\Desktop\capstone\data\merged\ppe_split\train\labels\construction_test_image633.txt,4,0,helmet,0.493812,0.142984,0.162563,0.08025,104.04032000000001,51.36,0.013045680750000002,5343.510835200001,2.0257071651090346,
